nim,kode_mk,nilai_angka,nilai_huruf,semester
2310011,SD2101,83,D,1
2310011,SD1202,79,B,6
2310012,SD2401,66,C,2
2310012,SD1201,85,C,4
2310012,IF1201,79,D,4
2310013,SD1102,80,E,1
2310013,SD1201,71,B,3
2310013,SI1201,84,D,2
2310014,SI1201,83,B,6
2310014,SD1101,50,A,6
2310014,SD2101,53,E,2
2310015,SD1201,62,A,5
2310015,SI1201,55,D,2
2310015,SD2401,74,C,6
2310016,SD1202,60,A,6
2310016,SI1201,,D,5
2310016,IF1201,65,A,3
2310017,SD1201,50,E,1
2310017,IF1101,69,D,1
2310017,SD1202,85,C,1
2310018,SD2401,57,D,3
2310018,SD1102,69,A,5
2310018,SI1201,89,C,1
2310019,IF1101,,B,4
2310019,SD1102,45,A,1
2310019,SI1101,82,A,3
2310020,SD1102,80,B,3
2310020,IF1101,70,D,2
2310020,SD2201,74,D,1
2310021,SD1201,79,A,2
2310021,SD2401,,E,3
2310021,IF1201,92,C,2
2310022,SD2401,78,A,3
2310022,SD2301,68,E,3
2310022,SD1202,87,C,1
2310023,SD1201,77,C,6
2310023,SD2101,64,D,2
2310023,SD2401,74,A,4
2310024,SD2401,73,C,6
2310024,IF1101,87,C,5
2310024,SD1101,74,E,6
2310025,SI1101,65,E,2
2310025,SD1202,78,C,5
2310025,IF1201,70,A,2
2310026,SD2101,84,D,1
2310026,SD2401,98,C,4
2310026,SD1202,82,D,6
2310027,SD2301,64,E,5
2310027,IF1101,73,E,5
2310027,SI1101,71,E,6
2310028,SD2101,92,C,5
2310028,IF1101,91,C,5
2310028,SD1101,65,A,6
2310029,SI1101,71,C,6
2310029,SD1201,73,E,6
2310029,IF1201,70,C,2
2310030,SI1101,66,B,5
2310030,IF1201,71,C,5
2310030,SD2401,76,E,4
2310031,SD1102,58,B,4
2310031,SD1202,82,A,6
2310031,SD2101,65,B,2
2310032,SD1202,53,E,3
2310032,SD2401,69,D,5
2310032,SD1101,74,E,4
2310033,SI1201,78,C,1
2310033,IF1201,73,A,3
2310033,SI1101,68,D,1
2310034,SD2101,81,D,3
2310034,SD2401,83,E,3
2310034,SD1202,83,B,5
2310035,SD2201,46,E,5
2310035,SD1201,65,B,4
2310035,SI1101,52,A,4
2310036,SI1101,58,B,6
2310036,SD2201,88,C,4
2310036,SD1102,75,D,3
2310037,IF1101,60,E,6
2310037,SD1202,70,A,5
2310037,SD1101,62,D,2
2310038,SD1201,56,D,5
2310038,SD1101,69,A,2
2310038,SD2301,70,B,4
2310039,SD2301,49,C,2
2310039,SI1101,57,D,1
2310039,SD1201,79,A,1
2310040,SD2201,54,B,3
2310040,SD1201,94,C,5
2310040,IF1201,81,B,2
2310041,SD1202,59,B,1
2310041,SD1101,63,C,2
2310041,IF1101,73,B,1
2310042,IF1101,41,B,3
2310042,SD2401,77,B,3
2310042,SI1201,83,C,3
2310043,SD2301,89,C,2
2310043,IF1101,88,C,3
2310043,SD2201,68,A,1
2310044,SD1101,46,B,3
2310044,SD1201,68,D,3
2310044,SD2101,77,A,2
2310045,SD1202,83,E,2
2310045,SD2301,76,C,1
2310045,SD2201,51,B,5
2310046,SD2101,63,B,3
2310046,SD2201,,C,2
2310046,SD1201,69,A,1
2310047,SD1202,65,B,5
2310047,IF1101,86,C,6
2310047,SD2301,70,E,1
2310048,SD1202,68,C,5
2310048,SD1102,90,C,1
2310048,IF1101,65,E,1
2310049,SD2101,69,C,1
2310049,SD2401,78,C,2
2310049,SI1201,54,C,1
2310050,SD1101,68,C,6
2310050,SD2301,77,A,4
2310050,SD2401,78,D,6
2310051,SD2401,74,A,3
2310051,SD1101,89,C,2
2310051,IF1201,90,C,6
2310052,SI1201,73,C,4
2310052,SD1201,94,C,5
2310052,SD1101,74,B,4
2310053,IF1201,90,C,4
2310053,SD2101,57,C,3
2310053,SI1101,62,D,6
2310054,SI1101,71,E,2
2310054,IF1201,78,E,6
2310054,SD1101,70,D,1
2310055,SD1201,63,C,4
2310055,IF1201,70,A,2
2310055,SD1101,87,C,4
2310056,IF1101,80,E,1
2310056,SD1101,65,B,3
2310056,SD1102,63,C,1
2310057,SD2301,,A,6
2310057,SD1202,74,E,4
2310057,IF1101,68,D,2
2310058,IF1101,77,A,3
2310058,SD1101,82,E,4
2310058,SD2401,84,D,4
2310059,SI1101,78,E,2
2310059,SD2101,63,E,2
2310059,SD2401,57,C,3
2310060,SD2401,65,E,6
2310060,SD1201,63,A,3
2310060,SI1201,60,D,1
2310061,IF1101,75,D,4
2310061,SD2101,76,E,2
2310061,SI1201,81,E,2
2310062,SD2301,74,B,3
2310062,SD1201,76,A,5
2310062,SD2201,74,D,1
2310063,SD2301,68,C,3
2310063,SD2401,79,E,3
2310063,SD1102,62,C,3
2310064,SD1201,58,D,4
2310064,SI1101,80,C,6
2310064,SD2301,72,A,4
2310065,SD2201,81,E,2
2310065,SD1201,68,C,1
2310065,SD2101,63,B,3
2310066,SD1201,56,C,4
2310066,SD2101,84,B,4
2310066,SD2301,72,C,6
2310067,SD2301,69,B,4
2310067,SD1102,67,E,2
2310067,SI1101,94,C,2
2310068,SD1202,81,B,3
2310068,IF1201,70,A,1
2310068,SD2301,81,D,3
2310069,SD2401,62,A,5
2310069,IF1101,83,A,5
2310069,SD1102,94,C,1
2310070,SD2101,77,E,5
2310070,SD1102,,C,3
2310070,SD2301,89,C,2
2310071,SD2201,76,C,3
2310071,SD2101,67,E,1
2310071,SD1101,78,E,2
2310072,SD2301,55,B,4
2310072,SD1102,68,B,3
2310072,SD1201,67,E,2
2310073,SD1101,72,B,2
2310073,SD1102,61,A,1
2310073,SD2301,65,E,2
2310074,SD1201,65,E,3
2310074,SD1202,67,C,2
2310074,IF1101,100,C,4
2310075,SD2401,59,E,3
2310075,SD1202,62,D,3
2310075,SD1201,76,A,2
2310076,SD1101,63,A,2
2310076,SI1201,,E,4
2310076,SD1102,61,A,6
2310077,SD1202,55,B,1
2310077,SD2201,87,C,4
2310077,SD2401,69,D,2
2310078,SD2401,53,E,4
2310078,SD2201,71,A,2
2310078,SI1201,85,C,5
2310079,SD2301,,C,1
2310079,SD2101,49,C,4
2310079,SD2401,72,B,1
2310080,SD1102,,E,5
2310080,SD1201,63,C,5
2310080,SD2101,72,B,6
2310081,SD2401,55,C,4
2310081,SD1102,75,D,5
2310081,IF1201,83,C,1
2310082,SI1101,52,C,3
2310082,SD2301,37,E,1
2310082,SI1201,48,B,5
2310083,SD1101,91,C,6
2310083,SI1201,57,C,1
2310083,SD1202,73,C,5
2310084,SD1102,61,D,6
2310084,SD2401,82,A,1
2310084,SD1202,78,B,2
2310085,SD1102,72,C,1
2310085,SD2101,100,C,6
2310085,SD1202,55,A,1
2310086,SD1201,46,E,5
2310086,IF1101,52,D,1
2310086,SD1101,74,C,6
2310087,IF1101,72,D,4
2310087,SD2201,64,B,5
2310087,SD1101,70,B,2
2310088,SD1201,61,B,1
2310088,SI1201,78,E,1
2310088,SD1101,51,E,3
2310089,SD1202,,C,2
2310089,SD2301,58,A,3
2310089,IF1101,72,E,1
2310090,SD2301,76,E,1
2310090,SD1202,64,D,5
2310090,SI1201,78,D,6
2310091,SD1202,69,C,6
2310091,SD1201,80,E,3
2310091,IF1201,73,B,1
2310092,IF1101,70,D,5
2310092,SD2401,73,E,5
2310092,SD1101,65,C,3
2310093,SD2201,60,B,1
2310093,SI1201,59,B,3
2310093,SD1201,72,C,5
2310094,IF1101,73,B,5
2310094,SI1201,73,C,1
2310094,SD2401,79,E,3
2310095,IF1201,83,D,2
2310095,IF1101,43,C,1
2310095,SD1102,84,A,6
2310096,SD2201,53,B,2
2310096,SD1202,78,E,5
2310096,IF1201,68,B,4
2310097,SI1101,86,C,1
2310097,IF1101,71,B,1
2310097,SI1201,60,A,2
2310098,SD1202,73,C,1
2310098,SD1201,89,C,4
2310098,SD2201,46,A,5
2310099,IF1101,85,C,3
2310099,SI1201,67,A,3
2310099,SD2301,64,E,6
2310100,SD1101,84,A,3
2310100,SD2401,88,C,3
2310100,SI1101,77,D,1
2310101,SD2401,68,B,5
2310101,SI1201,79,D,3
2310101,SD1101,74,A,4
2310102,SD1102,68,A,6
2310102,SD2401,57,C,2
2310102,IF1201,87,C,4
2310103,SI1201,84,B,3
2310103,SD2201,64,C,5
2310103,SD1202,80,B,2
2310104,SD1201,81,B,3
2310104,IF1201,48,D,1
2310104,SI1101,85,C,4
2310105,SD2101,82,C,3
2310105,SD1201,67,D,1
2310105,IF1101,84,C,1
2310106,IF1101,70,E,2
2310106,SD1201,56,E,2
2310106,SD2101,81,A,6
2310107,SD2301,62,B,5
2310107,IF1101,70,E,6
2310107,SD1102,91,C,2
2310108,SI1201,66,B,1
2310108,IF1201,49,B,1
2310108,SD2101,80,C,5
2310109,SD2101,45,A,6
2310109,SI1101,62,A,3
2310109,SD2201,49,B,4
2310110,SI1201,67,A,2
2310110,SD2401,89,C,3
2310110,IF1201,55,D,3
2310111,SD1202,69,C,4
2310111,SD2301,82,B,3
2310111,SD2401,82,E,3
2310112,SI1101,92,C,6
2310112,SD1202,83,E,6
2310112,SD2301,75,D,1
2310113,SD1201,81,D,6
2310113,SD1102,70,C,1
2310113,IF1101,62,D,5
2310114,SD1102,55,C,2
2310114,SD2401,69,A,4
2310114,SD2201,80,B,5
2310115,SI1101,76,B,2
2310115,SD1102,45,D,5
2310115,SI1201,65,E,1
2310116,SI1201,68,B,1
2310116,IF1101,88,C,2
2310116,SD2101,67,E,3
2310117,SD2301,92,C,2
2310117,SD1102,72,C,2
2310117,IF1201,50,C,5
2310118,IF1101,54,E,3
2310118,SI1201,67,D,3
2310118,SD1101,74,E,4
2310119,SD1101,79,C,1
2310119,SD1201,52,B,6
2310119,SD1102,80,D,2
2310120,SD1101,62,A,2
2310120,SD1102,70,A,2
2310120,SD1201,79,E,1
2310121,SD2401,69,E,6
2310121,IF1101,85,C,4
2310121,SD1202,52,B,4
2310122,SD2101,68,E,6
2310122,SD1101,54,D,2
2310122,SD2401,55,B,5
2310123,SI1101,64,D,1
2310123,SD2401,70,C,2
2310123,SD1101,100,C,3
2310124,IF1201,75,C,4
2310124,SD2101,92,C,5
2310124,SD1202,69,D,3
2310125,SI1201,84,E,1
2310125,IF1201,94,C,4
2310125,SD2101,89,C,1
2310126,SD1101,69,A,6
2310126,SD2401,60,B,1
2310126,SI1101,49,C,6
2310127,IF1101,55,B,3
2310127,SD2401,77,D,3
2310127,SD2101,75,E,6
2310128,SD1102,57,A,1
2310128,SI1201,69,D,2
2310128,IF1201,70,C,6
2310129,SD1202,79,A,3
2310129,SD2201,79,C,2
2310129,SD2101,100,C,3
2310130,SI1101,60,A,2
2310130,SD1102,70,D,3
2310130,SD1201,,C,6
2310131,SI1101,54,C,6
2310131,SD1101,83,E,5
2310131,SD1202,81,E,1
2310132,SD1102,63,A,2
2310132,IF1201,81,B,5
2310132,IF1101,72,E,6
2310133,SI1101,50,D,1
2310133,SD1102,74,E,4
2310133,SD1201,68,A,2
2310134,SD2301,84,C,6
2310134,SD1202,69,D,2
2310134,IF1101,64,A,3
2310135,SD1101,77,E,2
2310135,SI1201,76,A,4
2310135,SD2201,69,C,5
2310136,IF1101,71,C,4
2310136,SD1101,54,A,3
2310136,IF1201,74,C,6
2310137,SD1201,71,C,3
2310137,SD2101,70,A,4
2310137,SD2201,70,B,5
2310138,SD1202,68,B,2
2310138,SI1101,63,C,5
2310138,SD1101,55,B,4
2310139,SD1201,71,D,6
2310139,IF1101,53,D,6
2310139,SD2101,,D,5
2310140,SD1201,59,C,4
2310140,SD2201,84,D,3
2310140,SI1101,75,B,6
2310141,SD1102,46,A,1
2310141,IF1101,68,E,1
2310141,SI1101,62,B,1
2310142,SD1101,66,A,3
2310142,IF1101,80,B,1
2310142,SD1202,66,C,1
2310143,SD2201,98,C,2
2310143,SD1201,68,E,2
2310143,IF1201,72,C,3
2310144,SD2301,77,B,3
2310144,SI1101,63,C,4
2310144,SD1202,62,E,6
2310145,IF1101,61,D,1
2310145,SD2301,74,D,1
2310145,SI1101,60,C,6
2310146,SD2101,82,A,5
2310146,SD2401,84,D,6
2310146,SD1202,80,A,6
2310147,SD2401,71,A,6
2310147,SD2201,67,C,6
2310147,SD1102,77,B,3
2310148,SI1201,79,D,5
2310148,SD1102,68,B,6
2310148,IF1101,68,D,1
2310149,SD2101,75,A,4
2310149,SD1101,89,C,2
2310149,SD1202,72,C,4
2310150,SD1101,66,D,6
2310150,SD2101,55,A,6
2310150,IF1201,76,D,3
2310151,SD2201,67,C,6
2310151,IF1201,66,E,5
2310151,SD1102,84,A,4
2310152,SD1102,68,B,4
2310152,SI1101,100,C,3
2310152,IF1101,80,E,3
2310153,SD2301,63,E,2
2310153,SD2201,63,D,1
2310153,SD2401,78,B,2
2310154,IF1101,81,B,3
2310154,SD1102,83,A,6
2310154,SD2101,73,C,1
2310155,SD2401,83,E,5
2310155,SI1201,48,E,3
2310155,SD1201,66,B,5
2310156,SD2401,63,E,2
2310156,SD1102,67,C,3
2310156,IF1101,66,B,6
2310157,IF1201,79,C,1
2310157,SD2101,79,C,3
2310157,SI1201,68,E,4
2310158,SD2301,83,E,3
2310158,IF1101,87,C,5
2310158,SD1101,74,C,2
2310159,IF1201,82,E,3
2310159,SD2301,84,E,6
2310159,SD2401,,C,1
2310160,IF1101,66,D,5
2310160,IF1201,92,C,5
2310160,SI1101,70,E,4
2310161,IF1101,66,D,2
2310161,SD1102,82,A,3
2310161,SD2101,,D,3
2310162,SI1201,69,C,1
2310162,SD1202,80,D,2
2310162,SD2401,77,D,6
2310163,IF1201,84,D,2
2310163,SI1201,71,C,1
2310163,SI1101,85,C,1
2310164,SD2401,55,C,3
2310164,SD1201,65,A,4
2310164,SD2101,62,E,3
2310165,SD1202,67,C,2
2310165,IF1101,63,D,2
2310165,SD2301,52,E,5
2310166,IF1201,79,B,3
2310166,IF1101,82,E,2
2310166,SD1101,38,A,3
2310167,SI1201,87,C,2
2310167,IF1101,74,E,3
2310167,SI1101,75,D,3
2310168,SD2401,66,E,4
2310168,SD1201,66,A,1
2310168,SD1202,84,A,6
2310169,SD1102,84,B,1
2310169,SD2401,79,B,2
2310169,SD1201,52,D,2
2310170,SD2301,66,D,5
2310170,IF1201,43,E,1
2310170,SI1101,91,C,3
2310171,SI1101,82,B,5
2310171,SD1102,78,C,1
2310171,SD1201,78,B,2
2310172,SD1101,71,D,4
2310172,SI1201,55,A,1
2310172,IF1101,89,C,5
2310173,IF1201,73,C,3
2310173,SD1202,77,B,2
2310173,SD2401,70,E,6
2310174,SD1101,70,A,1
2310174,SD1102,73,B,6
2310174,IF1101,64,D,4
2310175,SD1202,83,D,4
2310175,SD2201,80,E,4
2310175,SD1102,80,E,2
2310176,SD1201,67,A,6
2310176,IF1101,61,D,1
2310176,SD2301,90,C,5
2310177,SD2201,68,A,5
2310177,SD1201,89,C,5
2310177,SD1202,74,E,1
2310178,SD2301,73,A,4
2310178,SD1102,73,A,4
2310178,SD1201,71,D,1
2310179,IF1101,83,E,4
2310179,SD2101,88,C,6
2310179,SD2301,64,C,2
2310180,SD2101,66,E,3
2310180,IF1101,72,D,4
2310180,SD2401,79,E,1
2310181,SD1101,99,C,2
2310181,SI1201,76,C,6
2310181,SD2201,,E,1
2310182,SD1102,70,C,4
2310182,IF1201,68,E,5
2310182,SD2401,83,B,4
2310183,IF1101,61,C,2
2310183,SD1101,70,E,2
2310183,SD2401,73,A,5
2310184,SD2201,92,C,5
2310184,IF1201,93,C,5
2310184,SD2401,76,C,4
2310185,IF1201,61,B,5
2310185,SD1202,72,D,2
2310185,SI1101,76,D,3
2310186,SI1201,46,C,4
2310186,SD1202,93,C,3
2310186,SD2301,74,C,5
2310187,SI1201,71,B,3
2310187,SI1101,65,B,1
2310187,IF1201,65,B,1
2310188,IF1101,59,C,5
2310188,SD2401,88,C,6
2310188,SD1202,74,E,1
2310189,SD1201,61,A,6
2310189,SD1202,64,B,4
2310189,SD2301,92,C,3
2310190,IF1201,48,B,5
2310190,SD2201,82,D,4
2310190,SI1101,71,C,6
2310191,IF1101,68,C,3
2310191,SD2101,70,B,2
2310191,SD1202,73,E,3
2310192,IF1101,83,C,5
2310192,SI1201,87,C,6
2310192,IF1201,90,C,4
2310193,SD1202,69,C,1
2310193,IF1101,53,D,6
2310193,SD2401,64,B,2
2310194,IF1101,68,A,2
2310194,SD2101,75,B,2
2310194,SI1201,83,A,3
2310195,IF1101,67,B,5
2310195,SD2301,85,C,2
2310195,SI1201,63,D,5
2310196,IF1101,78,C,3
2310196,SD1101,65,D,4
2310196,SD2201,71,B,6
2310197,SD1202,78,C,6
2310197,SD2101,74,E,5
2310197,SD2401,76,E,2
2310198,IF1201,72,C,5
2310198,SD1202,43,E,5
2310198,SD1101,76,B,2
2310199,SI1201,60,E,4
2310199,SD1102,78,C,4
2310199,SD1201,81,E,2
2310200,SD2101,73,E,1
2310200,SD2401,82,C,2
2310200,SD1101,60,A,1
2310201,IF1201,58,C,1
2310201,SD1102,55,E,2
2310201,IF1101,61,A,6
2310202,SD1101,61,C,3
2310202,SD1102,60,E,3
2310202,SD2401,94,C,3
2310203,SD1202,64,A,3
2310203,SD2201,78,C,1
2310203,SD1101,68,B,5
2310204,SD1201,65,C,2
2310204,SI1201,70,A,2
2310204,SD1202,,C,3
2310205,SD2301,62,E,2
2310205,SD2401,80,C,3
2310205,SD1201,48,E,1
2310206,SD1102,83,B,2
2310206,SD2301,57,E,2
2310206,SD2401,77,C,6
2310207,SD2101,63,D,6
2310207,SD1201,69,A,5
2310207,SD2201,74,A,1
2310208,SI1101,69,B,1
2310208,SD2401,74,E,6
2310208,SD2201,72,E,5
2310209,SD1102,81,C,6
2310209,SD2201,72,D,3
2310209,SD1201,77,D,4
2310210,SD2401,81,A,6
2310210,SD2201,71,D,4
2310210,SI1101,62,C,4
2310211,IF1201,,B,6
2310211,SI1201,73,D,2
2310211,SD1101,,B,3
2310212,SI1201,73,E,3
2310212,IF1201,78,E,5
2310212,SD1101,63,E,6
2310213,SI1101,73,C,3
2310213,SD1102,64,A,6
2310213,SD1101,62,A,2
2310214,SD1201,68,E,4
2310214,SD2401,,B,6
2310214,SD2201,49,D,4
2310215,IF1201,97,C,4
2310215,SD2201,89,C,2
2310215,SD1102,77,A,1
2310216,SD1101,74,A,6
2310216,IF1201,61,E,2
2310216,SD1102,41,A,1
2310217,SD1101,76,A,4
2310217,SD2201,74,A,4
2310217,SI1201,80,B,5
2310218,IF1101,73,D,5
2310218,SD2101,75,B,6
2310218,SD1102,81,A,1
2310219,SD2301,75,A,3
2310219,SD1202,,B,4
2310219,SI1201,71,D,4
2310220,SD2301,76,D,1
2310220,SD2101,62,A,1
2310220,IF1201,47,B,3
2310221,SD2101,66,A,3
2310221,SD2301,73,A,6
2310221,SD1102,86,C,5
2310222,SD1201,58,D,1
2310222,IF1101,82,E,6
2310222,SD2401,64,C,4
2310223,SD1202,60,D,1
2310223,SD2201,58,E,3
2310223,IF1201,52,D,2
2310224,SD2401,57,D,2
2310224,SI1101,71,B,2
2310224,SD2301,78,C,3
2310225,SI1201,74,E,3
2310225,SI1101,70,D,5
2310225,SD1102,63,A,6
2310226,IF1201,77,D,5
2310226,SD2401,55,E,4
2310226,SD1101,61,A,6
2310227,SI1201,53,D,4
2310227,SD1101,65,A,4
2310227,IF1201,81,B,1
2310228,SD1202,77,B,6
2310228,SD2301,73,D,1
2310228,IF1201,73,E,2
2310229,SD1102,72,D,5
2310229,SD1101,76,D,2
2310229,IF1101,58,E,1
2310230,SD2101,100,C,2
2310230,SI1101,,B,4
2310230,SD1101,51,C,2
2310231,SD1101,52,D,5
2310231,SD2301,81,A,2
2310231,SD1202,49,E,1
2310232,SD2401,73,D,1
2310232,IF1101,66,E,6
2310232,SD1101,75,C,2
2310233,IF1101,65,C,2
2310233,SD1102,55,A,6
2310233,SI1101,58,E,2
2310234,SD1201,75,B,6
2310234,SD1102,52,C,3
2310234,SI1101,67,C,6
2310235,SD1102,59,B,4
2310235,SD1101,66,A,6
2310235,SD2301,64,B,6
2310236,SD2201,41,E,3
2310236,SD2301,75,C,1
2310236,SD1201,72,D,1
2310237,SI1201,67,D,3
2310237,SD2401,82,C,1
2310237,SD1202,72,D,3
2310238,SD1201,61,E,3
2310238,SD2301,49,E,2
2310238,SD2201,85,C,4
2310239,SD2201,78,A,5
2310239,SI1101,58,D,4
2310239,IF1101,56,A,1
2310240,SD1201,84,D,4
2310240,SD2401,74,D,4
2310240,SI1101,81,D,4
2310241,SD2401,77,E,2
2310241,SD2201,60,D,3
2310241,SD1202,66,B,2
2310242,SD2401,72,E,4
2310242,SD2201,79,A,3
2310242,SD1102,64,C,4
2310243,SD1101,83,D,6
2310243,SD1202,82,A,1
2310243,SI1201,61,D,4
2310244,SD1102,84,B,2
2310244,SD2201,76,B,5
2310244,SI1101,87,C,2
2310245,IF1101,76,C,2
2310245,SD1201,67,D,3
2310245,SD2401,81,D,6
2310246,SD1202,97,C,2
2310246,IF1201,,B,1
2310246,SD1201,78,C,3
2310247,SD2101,46,C,2
2310247,SI1101,67,C,6
2310247,SD1102,66,E,3
2310248,SD2201,64,C,2
2310248,IF1201,78,D,3
2310248,SD1101,73,A,5
2310249,SD2301,77,E,6
2310249,SI1101,87,C,5
2310249,IF1201,100,C,2
2310250,SI1101,72,A,2
2310250,SD2201,61,E,2
2310250,SD2301,71,D,2
2310251,SD1102,66,A,4
2310251,IF1101,79,B,3
2310251,SD1101,75,E,5
2310252,SD2101,87,C,6
2310252,IF1101,80,A,3
2310252,SD2301,75,D,3
2310253,SD2101,85,C,5
2310253,SI1101,54,D,6
2310253,SI1201,48,B,3
2310254,SD1201,63,C,3
2310254,SD2201,81,E,4
2310254,IF1101,59,D,6
2310255,SD1101,74,B,1
2310255,SD2201,79,E,5
2310255,SI1201,69,A,6
2310256,IF1201,83,A,6
2310256,SI1101,73,B,3
2310256,SD1201,81,D,3
2310257,SD1102,66,E,3
2310257,SD2401,71,C,5
2310257,SD2301,68,D,4
2310258,SD1202,82,E,2
2310258,SD2401,71,A,3
2310258,IF1101,63,D,1
2310259,SI1101,62,E,2
2310259,IF1201,53,B,3
2310259,SD1102,68,C,6
2310260,SI1201,86,C,1
2310260,IF1101,77,C,4
2310260,SD2201,74,A,3
2310261,SD2201,78,E,5
2310261,SD2301,83,C,5
2310261,SD1101,73,D,4
2310262,IF1201,75,D,2
2310262,SI1201,71,C,3
2310262,SD1101,70,A,4
2310263,SD1101,53,E,6
2310263,SD1201,66,E,2
2310263,SD2201,98,C,4
2310264,SD1202,60,E,4
2310264,SI1101,68,E,2
2310264,SD1101,72,E,3
2310265,SI1201,75,B,5
2310265,SD2401,54,E,3
2310265,SI1101,74,A,4
2310266,SD2101,54,D,5
2310266,SD2201,65,E,6
2310266,SD1202,48,B,3
2310267,SD2101,58,B,4
2310267,SD1101,83,D,1
2310267,SI1101,93,C,3
2310268,SD1201,68,B,4
2310268,SD2401,69,B,6
2310268,SD2101,70,D,2
2310269,SD1102,85,C,6
2310269,SI1101,60,B,3
2310269,SD2301,58,B,1
2310270,SD2101,63,C,1
2310270,SD2401,74,B,6
2310270,SD2201,74,A,4
2310271,SD1101,44,E,5
2310271,SD2301,69,A,6
2310271,SI1101,55,C,4
2310272,SD2101,81,E,4
2310272,SD1101,57,C,6
2310272,IF1201,69,D,3
2310273,IF1101,62,E,5
2310273,SD1201,76,C,6
2310273,IF1201,84,D,3
2310274,SI1101,71,E,1
2310274,SD2401,54,B,1
2310274,SD1202,48,D,6
2310275,IF1201,71,D,6
2310275,SD2301,55,A,3
2310275,SD1201,64,A,2
2310276,SI1201,65,E,1
2310276,SD1101,70,D,2
2310276,IF1201,,B,6
2310277,SI1101,72,D,1
2310277,SD2301,63,A,5
2310277,SD1102,95,C,6
2310278,SD2201,66,C,4
2310278,IF1101,84,A,1
2310278,SI1201,85,C,5
2310279,SI1201,82,A,2
2310279,SD1201,59,B,1
2310279,SI1101,80,A,3
2310280,IF1101,89,C,5
2310280,SD2401,47,D,4
2310280,SD2201,78,E,1
2310281,SD2201,50,B,2
2310281,SD2401,61,E,5
2310281,SD1102,85,C,5
2310282,SD1102,63,B,1
2310282,SI1101,70,C,3
2310282,SD1201,75,E,4
2310283,SD2101,91,C,5
2310283,SD2301,54,A,3
2310283,SI1201,76,B,3
2310284,SD2401,51,B,3
2310284,SD1101,73,A,6
2310284,SD2301,69,C,4
2310285,IF1101,66,E,2
2310285,SD1202,74,C,2
2310285,SD1201,63,E,1
2310286,SD1201,59,A,5
2310286,SD2201,56,D,5
2310286,SD1202,91,C,3
2310287,SD1202,83,B,6
2310287,IF1101,59,C,3
2310287,SD2201,76,A,4
2310288,SI1101,93,C,2
2310288,SD2201,64,E,2
2310288,SD2301,65,E,6
2310289,SD2401,66,A,5
2310289,IF1201,87,C,1
2310289,SD2301,74,C,1
2310290,SD1202,70,E,4
2310290,SD2201,74,B,3
2310290,SD2301,64,E,1
2310291,SI1101,70,E,2
2310291,SI1201,70,D,2
2310291,SD1102,71,E,3
2310292,IF1201,92,C,6
2310292,SD2101,71,D,6
2310292,SD1201,86,C,1
2310293,SI1101,62,D,5
2310293,SI1201,58,A,5
2310293,SD2201,86,C,3
2310294,SI1201,85,C,6
2310294,SD1202,54,E,3
2310294,SI1101,72,D,4
2310295,SI1101,61,E,2
2310295,SD2101,,D,6
2310295,SD2401,54,A,3
2310296,SD2401,72,E,4
2310296,IF1201,86,C,1
2310296,SD1101,73,E,2
2310297,SD2101,88,C,5
2310297,SD1202,53,C,1
2310297,SD1101,59,A,6
2310298,SD2101,64,A,3
2310298,SD1101,69,C,1
2310298,SD1201,83,A,5
2310299,SD1201,57,A,3
2310299,SD1102,65,A,2
2310299,SD2101,50,C,1
2310300,SD2301,79,A,1
2310300,SD1102,70,C,6
2310300,SI1201,62,A,3
2410001,SI1101,53,C,2
2410001,SD2401,68,B,3
2410001,SD2201,65,C,3
2410002,SD2301,73,B,6
2410002,SI1201,53,D,5
2410002,SD1101,67,B,3
2410003,SI1101,69,C,3
2410003,SD1202,72,E,5
2410003,SD2101,67,D,6
2410004,SI1201,,C,3
2410004,SD1101,58,B,5
2410004,SD1202,85,C,6
2410005,IF1201,73,E,2
2410005,SD1102,79,E,3
2410005,IF1101,65,B,5
2410006,SI1101,63,C,4
2410006,SD2301,80,C,4
2410006,SD1101,63,D,1
2410007,SD2301,71,C,1
2410007,SD1202,69,A,5
2410007,SD1101,56,D,6
2410008,IF1201,58,E,4
2410008,SD1201,56,B,2
2410008,SD2401,96,C,5
2410009,SD1202,68,E,1
2410009,IF1201,47,A,2
2410009,SD2201,55,B,3
2410010,SD1101,82,D,3
2410010,SD1102,46,D,3
2410010,SD2301,74,D,4
2410011,SD1201,82,E,6
2410011,SD1101,89,C,2
2410011,SD2101,86,C,2
2410012,SD1202,48,A,4
2410012,SD1102,74,B,2
2410012,IF1101,68,E,2
2410013,SD1201,74,B,2
2410013,SD1101,63,D,2
2410013,IF1201,68,C,6
2410014,SD2101,89,C,3
2410014,SD1202,60,E,2
2410014,SD1101,76,C,2
2410015,SD2101,59,E,6
2410015,SD2401,69,C,5
2410015,IF1101,63,D,2
2410016,SD1202,91,C,3
2410016,SD1201,76,D,6
2410016,IF1201,75,B,6
2410017,SI1201,100,C,4
2410017,SD1101,47,B,3
2410017,SD1201,65,E,1
2410018,SD2401,67,C,5
2410018,SD2301,59,D,2
2410018,SD1202,77,D,6
2410019,SD2401,74,E,4
2410019,SD1102,69,D,2
2410019,IF1201,72,B,5
2410020,SD1102,68,A,3
2410020,SD2301,80,B,3
2410020,SD1101,57,A,4
2410021,SD1102,73,D,5
2410021,SD1202,57,A,3
2410021,SD1201,66,A,4
2410022,SD1201,64,D,5
